"bcr_patient_barcode","DNAH12_exp","DNAH10_exp","BUB1_exp","C10orf32_exp","SLC12A8_exp","EFNB3_exp","DUOXA1_exp","DUOX1_exp","HDAC1_exp","HRCT1_exp","TNC_exp","AADAC_exp","AAMP_exp","A1CF_exp","PTEN_exp","DTL_exp","BRAF_exp"
"TCGA-B2-3923",0,25.1639,54.4362,646.045,77.546,14.8929,1.5406,35.4349,948.526000000001,8.7303,250.099,0,1117.48,0.5135,1395.31,22.5962,399.541
"TCGA-B2-3924",1.5444,15.444,135.521,682.239,14.2857,20.4633,0.3861,6.9498,2181.47,40.1544,1119.31,0.3861,1890.73,300,2133.59,174.517,277.606
"TCGA-B2-4098",0.6873,52.921,88.6598,580.756,1394.5,141.581,10.3093,29.5533,1114.78,57.0447,9228.87,0,1614.43,0.6873,1913.4,41.9244,166.323
"TCGA-B2-4099",1.2826,7.2681,90.637,1043.18,246.687,38.0504,1.2826,16.2463,1843.52,58.572,249.679,0,2476.7,125.695,1711.42,103.463,120.564
"TCGA-B2-4101",3.3126,50.9317,123.809,990.476,101.863,49.2754,0.4141,16.9772,2306.83,85.7143,1143.69,0.4141,1968.12,261.698,2406.21,79.9172,244.306
"TCGA-B2-4102",10.3313,34.5565,45.244,561.617,27.4314,58.0691,0,13.1813,1625.58,48.8066,531.172,0.3563,1884.57,408.621,2235.84,106.519,232.633
"TCGA-B2-5633",0.4854,27.6699,52.4272,969.418,99.5146,79.6117,1.4563,129.126,2285.92,115.534,1576.21,0,1639.81,276.699,2918.45,94.1748,157.282
"TCGA-B2-5635",1.981,15.8479,41.2044,900.159,137.48,15.4517,0.3962,57.0523,1972.27,201.664,984.944,0,2186.61,120.444,1873.22,106.973,137.876
"TCGA-B2-5636",0.3725,31.6629,22.7228,650.021,89.0287,304.337,8.0238,65.5609,2578.11,37.9955,3278.79,0,1857.68,0.3725,2940.93,24.2128,195.193
"TCGA-B2-5639",2.1459,22.8898,80.1144,844.063,173.104,7.8684,0,4.2918,1293.28,30.7582,663.805,0,2769.67,547.21,1612.3,213.877,208.87
"TCGA-B2-5641",1.4588,29.5405,110.868,485.777,103.574,9.1174,1.0941,722.465,1713.71,292.487,2365.06,0.3647,1584.61,331.51,1871.26,110.868,203.501
"TCGA-B2-A4SR",1.5428,16.9704,70.9671,1254.65,206.445,32.7837,1.1571,22.7558,2255.52,58.625,1118.12,0.3857,1750.65,158.905,2099.32,109.922,167.775
"TCGA-B4-5377",1.5221,14.4597,41.3496,931,5.3272,14.4597,0.2537,7.6104,1544.9,79.4013,1227.04,0,2115.93,827.245,2105.28,139.269,262.557
"TCGA-B4-5378",0.9243,22.799,36.9714,625.125,12.6319,435.339,126.239,450.743,2231.53,81.6452,2589.54,0,1849.8,3.6971,4779.48,103.212,226.142
"TCGA-B4-5832",2.8546,6.4228,313.292,4316.15,17.8412,11.4184,0,0,970.562,5.7092,1032.65,114.184,293.31,39.9643,8135.59,135.593,106.334
"TCGA-B4-5834",0.62,16.4303,55.491,926.606,26.0405,126.482,0.93,8.9902,2105.25,232.504,2124.78,0,2173.45,171.743,3130.12,90.5216,197.784
"TCGA-B4-5835",16.9808,3.0323,539.444,359.326,508.514,5.4581,5.1458,144.64,510.637,245.918,275.635,17.8905,3080.5,48.2133,1431.54,442.411,152.221
"TCGA-B4-5836",1.3312,22.298,90.8561,1018.72,57.9083,76.5455,0,6.6561,1868.38,87.5281,1457.36,0,1953.91,393.044,2651.8,179.715,194.026
"TCGA-B4-5838",0.8632,15.9689,186.88,598.619,246.439,60.8546,0.4316,8.2003,1185.58,82.8658,3571.43,0.4316,1740.18,95.8136,2054.81,263.272,157.963
"TCGA-B4-5843",1.2346,18.93,189.712,752.263,100,31.2757,0,23.0453,1792.18,60.9053,4030.86,0,2175.31,125.514,2946.09,437.449,180.658
"TCGA-B4-5844",0.3771,14.7052,35.4432,982.23,5.2788,113.494,0.3771,4.5247,2002.17,127.445,1070.84,0.3771,1709.57,317.104,2231.42,121.412,162.888
"TCGA-B8-4143",5.4591,27.2953,312.655,636.228,225.31,18.3623,0.9926,19.8511,1871.46,66.9975,2064.02,0.9926,1676.92,1.9851,1853.1,212.903,91.8114
"TCGA-B8-4146",2.1342,4.2685,267.634,2523.96,2.9879,4.2685,0,1.7074,997.546000000001,8.537,293.245,0,557.891,504.962,4801.62,750.4,266.354
"TCGA-B8-4148",1.4831,28.1795,105.302,629.192,6.7519,23.3593,5.5617,38.1906,2010.75,67.4824,789.025,0,1760.1,328.142,2681.5,139.414,230.627
"TCGA-B8-4151",1.3916,4.6388,28.2964,832.193,11.133,29.2242,0,7.422,1614.29,53.3457,322.858,0.4639,2339.33,422.591,2086.98,59.84,177.664
"TCGA-B8-4153",9.2504,13.0594,10.8829,1015.92,9.7946,16.3243,4.3531,21.2216,2309.35,112.638,175.214,0,2308.8,94.1369,1259.15,43.5315,65.2972
"TCGA-B8-4154",1.1844,11.8437,57.2444,1217.13,9.1038,59.2183,0.3948,7.1062,2114.49,95.1441,313.462,0,1891.43,229.767,2526.65,114.094,142.913
"TCGA-B8-4619",0,47.118,38.8838,938.701,97.4382,50.7777,16.4684,68.161,1317.02,9.1491,2005.03,0.4575,1717.29,0,1881.98,29.7347,475.297
"TCGA-B8-4620",0.8382,6.2867,131.601,754.820000000001,166.806,65.3814,0,12.9925,2121.54,31.0142,4332.77,0.8382,1841.99,1.2573,3203.27,132.858,266.555
"TCGA-B8-4621",1.9674,29.1827,49.8402,735.47,496.434,97.0571,20.9165,140.012,959.095,242.643,5805.39,0,1593.9,22.2969,1621.77,53.447,238.708
"TCGA-B8-4622",0.8651,18.5986,84.7751,1278.11,57.0934,47.5779,0.4325,11.2457,1888.41,257.353,802.768,0.4325,2392.3,333.91,2692.91,57.0934,278.547
"TCGA-B8-5158",1.2688,13.9572,449.485,755.591,63.8287,20.6186,0.3172,3.8065,2115.15,40.6027,9365.9,0.3172,2225.22,310.864,1125.46,332.435,208.089
"TCGA-B8-5159",0.5478,24.6508,110.107,779.239,16.8009,16.9816,0.2739,4.1085,1521.5,74.2262,1520.13,0.2739,3178.58,766.913,2560.39,316.078,560.12
"TCGA-B8-5162",0.7759,25.2158,176.123,692.464,101.639,53.5351,3.4914,6.9828,2018.43,23.2761,7762.58,0,1883.43,32.9745,2558.43,158.666,134.613
"TCGA-B8-5163",0,26.5707,223.083,655.688,186.272,133.684,0.2768,5.5356,2866.87,69.7481,10752.3,0,1593.14,33.767,2687.52,336.286,184.611
"TCGA-B8-5164",3.371,26.9682,166.585,740.782,76.9717,8.1466,0,6.1802,1632.14,56.4646,1966.43,0,2111.67,563.242,2290.05,173.889,260.411
"TCGA-B8-5165",1.8259,31.9537,43.2136,977.784,140.901,113.207,0.6086,17.955,1937.01,97.6872,2591.6,0.913,1828.67,307.06,3266.59,100.122,274.193
"TCGA-B8-5545",1.0648,13.4871,83.0524,1047.38,185.626,65.661,0.6389,12.7773,2441.88,38.3319,5440.64,0.3549,1981.9,143.744,2557.59,194.144,175.688
"TCGA-B8-5546",5.4945,20.4795,34.4655,1491.01,59.4406,11.4885,5.994,175.824,1461.54,44.955,228.272,0,1960.54,5.994,2655.34,50.4496,231.269
"TCGA-B8-5549",0.4121,11.9501,91.4804,961.347,38.3229,10.7139,0.4121,4.9449,1409.29,247.244,1933.86,0.4121,1608.74,286.803,1947.05,201.092,268.26
"TCGA-B8-5550",2.0555,19.5272,239.466,628.982,200.925,16.444,2.5694,25.1799,1243.58,90.9558,3032.37,0.5139,2856.63,14.9024,1556.01,198.356,334.019
"TCGA-B8-5551",0.4572,48.011,442.615,440.329,1219.02,2.2862,27.8464,231.367,1738.91,35.208,1933.24,15.0892,3286.24,19.2044,1302.24,258.802,136.717
"TCGA-B8-5552",0,21.5207,66.7774,895.008,103.879,83.8674,0.9494,14.8746,2671.1,90.5135,3727.19,0,1583.35,137.986,2416.65,113.617,189.572
"TCGA-B8-5553",1.1191,23.1279,55.2084,699.058,73.4869,41.0333,0,8.5797,1711.83,141.378,2499.67,0,2103.14,315.583,2431.04,118.624,227.548
"TCGA-B8-A54D",4.1036,34.8807,74.891,1028.98,22.5699,3.0777,0,35.9066,1400.36,162.093,1021.8,0,1664.02,50.2693,1677.35,166.196,109.772
"TCGA-B8-A54E",71.6595,17.7802,589.44,1976.83,1295.26,8.6207,2.1552,86.7457,1392.78,3.7716,64.6552,0,2121.77,66.2716,2542.56,38.2543,182.651
"TCGA-B8-A54F",0.8643,47.5367,56.1798,1307.69,171.996,180.64,6.0501,31.115,1744.17,310.285,2840.97,0,1268.8,91.6162,2314.61,73.4659,191.875
"TCGA-B8-A54G",2.8653,24.3553,208.691,1177.17,122.732,5.7307,1.4327,27.6982,1441.26,117.478,2068.29,0,2607.45,17.6695,1638.01,148.52,96.4661
"TCGA-B8-A54H",0.2843,18.1934,20.1834,832.918999999999,18.5573,42.0723,0.2843,11.6552,2592.85,52.5904,1206.74,0,2237.79,190.178,1645.65,30.1329,139.294
"TCGA-B8-A54I",1.2453,8.0946,119.552,500.623,1109.59,6.2267,1.2453,13.076,2097.14,28.6426,1577.83,0,2640.72,53.5492,1191.78,58.5305,68.4932
"TCGA-B8-A54J",2.2693,21.9365,37.4433,956.505,7.969,112.33,0.3782,12.8593,2595.31,114.221,2069.97,7.5643,2365.73,69.5915,1877.46,85.8548,141.831
"TCGA-B8-A54K",2.2394,88.232,30.4557,783.339,14.3321,55.9848,93.0019,283.507,2436.91,54.1933,4936.96,1.7915,2315.53,0.8958,2610.23,195.723,176.464
"TCGA-B8-A7U6",0.5432,11.4068,47.2569,747.963,21.7273,71.7002,1.6295,4.8886,2410.65,65.182,1648.56,1.0864,2901.68,43.4546,1764.8,105.921,96.6866
"TCGA-B8-A8YJ",1.9116,33.9314,28.1965,564.409,91.2803,137.637,2.5568,16.2489,1943.17,60.6943,15540.6,4.3012,1914.02,27.7186,3855.28,30.5861,160.099
"TCGA-BA-4074",2.6977,9.6345,1825.17,448.97,286.724,58.1926,304.005,518.338,5463.94,18.4983,21588.7,110.99,2144.65,1.1561,1065.19,760.744,138.352
"TCGA-BA-4075",0,8.5756,1205.95,232.614,368.752,266.381,253.576,498.995,3855.82,8.5756,7581.94,6.9677,2099.96,0.536,1089.64,393.408,118.987
"TCGA-BA-4076",0.5247,9.9698,1356.42,353.666,181.031,185.229,1029.15,3310.51,5403.12,4.1978,7374,12.5935,1659.71,0,2243.74,584.547,124.361
"TCGA-BA-4077",0,6.256,980.268999999999,303.176,564.485,25.0241,726.66,3390.76,4496.15,12.0308,36065.4,2.4062,1586.14,0,1654.48,1180.94,259.384
"TCGA-BA-4078",1.0347,57.165,1012.16,259.183,614.912,54.061,398.973,1491.98,5322.56,9.0533,55102.7,55.3544,2327.47,0.5173,1043.97,1063.11,291.774
"TCGA-BA-5149",0.3422,13.6893,1219.03,94.7981,120.808,107.803,721.793,1497.26,5063.31,6.5024,59269.3,0,2667.01,0,1439.43,576.66,164.613
"TCGA-BA-5151",0,17.8786,618.279,403.469,441.361,170.78,1222.45,7489.79,3606.14,3.2021,31238.2,2.1348,2144.9,0.5337,3968.78,373.582,224.416
"TCGA-BA-5152",0,4.236,1035.1,323.48,1638.12,186.687,455.271,2861.42,5629.05,48.1089,2529.2,0.9077,1941,0,1599.39,359.758,115.885
"TCGA-BA-5153",0.9414,7.0605,871.264,181.219,30.6048,17.8866,319.435,2545.07,4928.22,0.4707,1276.54,189.221,3092.49,0,1540.6,1508.59,227.348
"TCGA-BA-5555",0.6462,3.8772,1104.68,159.289,405.17,27.7868,631.257,1416.16,4295.96,3.231,47453.3,8.0775,2451.7,0,974.798,739.58,213.247
"TCGA-BA-5556",0.3374,2.0243,639.001,222.817,199.055,40.4858,1839.8,7084.68,3000,13.1579,26717.9,2.0243,2370.45,0,1842.44,452.092,136.64
"TCGA-BA-5557",0.4189,7.1219,392.124,177.935,428.99,112.694,1328.59,4087.98,3821.53,2.0947,38405.1,0.4189,2059.49,0,2263.51,219.103,358.609
"TCGA-BA-5558",0,3.6496,687.348,148.824,260.746,18.6537,2415.9,5246.96,3892.13,3.2441,19002.8,8.9213,1791.57,0,1607.06,481.346,197.486
"TCGA-BA-5559",5.0891,13.0055,797.858,263.502,97.2584,10.7437,168.577,879.001,3938.4,8.1991,5556.45,6.7855,3003.42,0,1504.39,1197.35,236.643
"TCGA-BA-6868",0,66.2917,649.419,122.685,569.329,187.477,344.141,1414.62,3766.93,56.6929,35883.9,2.9996,2576.08,0,1407.42,500.337,114.586
"TCGA-BA-6869",0,4.904,371.884,321.21,327.34,80.0981,683.224,2049.04,4565.59,2.8606,4845.12,610.135,3040.46,0,644.054,221.087,136.902
"TCGA-BA-6870",0,288.968,507.709,327.344,357.661,86.7289,1007.43,4191.77,4258.92,4.2213,54216.3,11.8964,3740.47,0,1571.86,634.732,76.7512
"TCGA-BA-6871",0.3215,10.2894,1620.58,192.283,412.862,102.572,87.164,463.344,3579.74,7.717,6515.43,8.3601,2391.64,0,2469.45,3100,171.704
"TCGA-BA-6872",0.6143,73.0958,784.398,297.911,396.806,192.875,668.022,3147.42,3363.02,29.484,36674.4,6.1425,3170.15,0,2659.09,729.73,96.4373
"TCGA-BA-6873",0,25.5102,895.408,288.903,181.122,74.6173,373.367,1268.49,4022.96,29.3367,46640.3,0,2264.67,0,1934.95,678.571,110.969
"TCGA-BA-7269",1.9963,11.4785,155.708,543.98,345.353,57.3924,374.982,609.856,5901.93,57.8915,5014.6,85.8391,3947.6,0.4991,2147.97,424.704,381.784
"TCGA-BA-A4IF",0.4677,8.4191,1536.02,286.717,468.195,102.432,558.522,1447.15,4267.54,11.6932,29620.2,50.0468,3594.95,0,1513.1,901.777,167.446
"TCGA-BA-A4IG",2.5231,1.6821,1130.36,176.198,386.459,10.0925,960.118,2280.49,6592.94,0,9593.78,87.4685,1941.55,0,321.278,724.558,173.675
"TCGA-BA-A4II",0,20.5174,622.658,356.378,450.045,20.5174,686.316,1884.48,7074.04,1.3381,8120.43,6.6905,4750.22,0,1658.34,663.247,164.585
"TCGA-BA-A6D8",0,0.6849,372.603,406.164,408.904,136.301,391.589,808.904,3780.14,24.6575,5583.56,0,3569.18,0,1178.08,368.493,98.6301
"TCGA-BA-A6DA",0,9.772,331.162,274.701,53.203,141.151,4275.73,4132.46,3208.47,1.0858,6402.82,64.0608,2826.28,0,1870.79,256.243,222.584
"TCGA-BA-A6DB",1.1537,33.4583,214.595,668.013,358.812,74.9928,1334.21,3689.65,3451.98,28.8434,26662.8,18.4598,2765.5,0,2229.02,174.214,103.836
"TCGA-BA-A6DD",0,2.0568,745.597,383.083,438.103,54.5057,1365.94,3799.46,4105.41,11.8267,47800,1.5426,3505.85,0,1735.96,476.668,108.497
"TCGA-BA-A6DE",0,12.8239,1165.91,277.852,260.041,18.8797,555.64,1651.79,5209.37,1.0687,35854.7,1.7811,1495.06,0.3562,1186.21,410.01,92.6173
"TCGA-BA-A6DG",1.4607,37.9793,168.472,355.934,627.145,238.101,527.377,1592.7,4399.76,25.8065,27537.9,0.9738,2326.48,0,2436.03,92.5137,107.121
"TCGA-BA-A6DI",16.7331,24.516,479.035,339.916,310.925,84.0549,1100.03,2958.65,4738.98,2.724,21128.5,319.097,2640.33,0,1090.38,299.64,123.358
"TCGA-BA-A6DJ",0,3.4636,410.867,434.679,132.049,529.928,374.651,3920.34,3627.67,3.4636,39052.7,0.8659,1781.15,0,1463.36,449.399,112.999
"TCGA-BA-A6DL",0,6.6593,806.659,374.251,224.195,41.2875,1233.21,2728.08,4508.32,0.444,32089.2,30.6326,3582.69,0,1788.68,245.505,202.886
"TCGA-BA-A8YP",0.407,453.805,1812.37,313.39,415.954,314.611,174.172,358.974,5055.76,2.849,34763.5,9.361,1711.44,0,1275.13,741.962,246.642
"TCGA-BB-4217",10.6302,79.7267,888.003,248.671,130.98,49.3546,1078.14,3158.31,3954.06,7.9727,25422.9,56.9476,2872.82,0,1833.71,407.745,138.193
"TCGA-BB-4223",0.5045,9.0817,984.864,170.03,83.2492,14.6317,425.338,1211.91,4072.15,7.5681,2740.16,171.039,2233.1,0,1723.01,1196.27,186.176
"TCGA-BB-4224",2.2904,8.2455,903.802,797.526000000001,285.845,72.3775,1445.55,3720.57,3238.2,12.8264,1942.28,9.1617,2548.79,0,1649.56,1696.29,109.94
"TCGA-BB-4225",26.5352,11.1161,760.556,309.458,242.403,41.5957,340.457,838.727,2652.8,1.0758,1935.28,3.9444,2581.08,0,1137.79,1143.52,134.11
"TCGA-BB-4227",1.4846,3.4641,1124.34,633.923,343.932,20.7844,1066.46,3823.83,3138.44,15.8357,6883.09,110.85,1663.74,1.4846,1705.31,934.307,343.437
"TCGA-BB-4228",0,9.8078,930.561,359.357,38.0541,25.5002,337.281,627.305,4409.57,1.1769,671.244,98.8623,2944.68,0,1755.2,1328.76,206.355
"TCGA-BB-7861",1.2767,7.9796,1079.16,232.838,118.538,3.8302,212.209,905.203,3543.57,2.2343,2782.64,0.9575,1488.03,0,654.963,853.176,256.304
"TCGA-BB-7862",0,40.6891,1003.3,348.607,899.193,119.501,544.102,1153.96,3976.17,4.3988,16056.5,6.2317,2475.44,0,1656.52,1106.67,283.724
"TCGA-BB-7863",0,3.2379,467.469,234.666,147.728,8.0947,2279.64,6842.05,5799.86,6.071,7791.16,1.6189,1882.02,0,3154.91,308.004,114.945
"TCGA-BB-7864",0,3.6728,1548.43,147.645,376.09,30.1166,991.824,1415.85,4336.42,1.8364,1385.36,26.8111,2151.5,0,999.725,743.733,264.438
"TCGA-BB-7866",0,6.7699,1476.59,280.198,325.706,5.6416,293.015,955.305000000001,5740.48,3.3849,2884.72,6.0177,2422.11,0,2276.93,1440.86,164.357
"TCGA-BB-7870",1.3941,2.3234,1156.13,385.223,173.792,100.372,280.864,559.944,4890.33,1.8587,788.569,12.0818,6228.16,0,1236.52,816.45,99.9071
"TCGA-BB-7871",1.3547,6.096,390.145,568.961,535.433,106.003,184.072,490.729,2366.27,3.048,4456.18,6.096,2745.24,0,1972.4,638.727,259.08
"TCGA-BB-7872",0.3899,48.7377,333.366,514.67,156.351,58.8751,1235.38,3238.91,3001.07,1.1697,35649.1,0.7798,2355.79,0,3066.19,286.188,68.6227
"TCGA-BB-8596",1.9737,13.1579,612.5,313.816,659.211,86.1842,684.224,1655.92,5613.16,19.0789,106308,14.4737,2297.37,0,1730.26,499.342,153.947
"TCGA-BB-8601",1.29,173.505,867.525,393.45,732.075,136.74,550.778,1282.26,4110.59,5.16,14984,118.035,3182.43,0,709.5,1044.9,208.335
"TCGA-BB-A5HU",0,40.4172,611.908,218.166,254.237,68.6658,316.832,1977.84,3670.14,1.7384,23994.8,0.4346,2816.17,0,2090.83,498.044,350.717
"TCGA-BB-A5HY",0.4483,8.069,1000.56,198.14,332.175,477.866,366.294,1019.39,4020.17,24.6554,3891.52,1.3448,3473.72,0,1634.43,643.73,126.415
"TCGA-BB-A5HZ",0.5325,7.4547,420.128,450.479,241.214,68.6901,1348.12,3537.81,5182.64,3.1949,11857.8,7.9872,2776.36,0,1609.69,119.808,126.731
"TCGA-BB-A6UM",1.4696,22.0437,769.327,222.274,113.525,3.674,1115.4,2920.43,7409.27,2.2044,613.184,0.7348,3554.92,0,1508.16,933.185,69.0704
"TCGA-BB-A6UO",0,5.4954,515.885,341.405,241.8,43.2767,1206.1,4337.28,2733.3,11.6778,11131.7,10.304,3131.03,0,1887,366.134,133.952
"TCGA-BP-4158",1.2959,34.1253,40.6048,932.613,21.5983,59.1793,0.432,13.3909,1900.65,63.9309,1452.7,0,2019.87,103.24,2977.97,168.899,167.603
"TCGA-BP-4159",0,2.9399,58.2096,1063.24,14.6994,132.883,0.588,17.6393,2751.73,304.572,2100.84,0.588,2042.63,29.9868,3033.37,61.1495,87.6084
"TCGA-BP-4160",1.9624,3.9248,86.9992,1043.99,23.5487,12.4285,0.6541,5.233,2090.6,100.082,3595.09,0,1930.34,207.359,3300.08,143.908,168.765
"TCGA-BP-4161",3.2516,10.8386,119.225,756.538,19.1483,21.316,1.8064,33.5998,1664.46,16.6193,450.526,0,2797.09,219.302,2159.06,149.212,214.605
"TCGA-BP-4162",0.8941,25.9276,107.287,586.5,27.7157,16.987,0.8941,13.4108,1626.29,25.4806,1053.2,0,2389.81,266.875,2124.27,125.168,273.134
"TCGA-BP-4163",0.5277,19.5251,70.1847,653.836,210.554,68.6016,1.5831,55.409,1127.18,41.1609,2014.78,0,2000.53,65.9631,2241.69,79.1557,259.631
"TCGA-BP-4164",0.5583,45.7845,38.526,748.744,2.7917,18.9838,0,3.3501,1505.3,30.1508,581.798,0,2821.33,128.978,1337.8,167.504,235.623
"TCGA-BP-4165",1.0015,25.0367,32.5478,678.996,9.0132,62.0911,1.0015,9.514,2417.55,60.0882,847.243,0,2092.07,205.802,1617.87,42.5625,72.1058
"TCGA-BP-4166",0,28.8138,97.595,390.566,60.8807,204.02,0.4647,82.7234,1924.48,30.208,4734.75,0,1386.78,189.148,2806.09,62.2749,146.857
"TCGA-BP-4167",0.5643,4.5147,85.7788,743.228,155.192,34.4244,0.5643,5.6433,1638.26,167.043,4476.86,1.1287,1857.79,20.316,2530.47,85.7788,46.8397
"TCGA-BP-4169",4.578,19.4564,153.362,613.448,44.6352,129.614,2.289,19.7425,2092.7,26.8956,5979.69,1.4306,1536.77,46.9242,3130.47,192.847,216.309
"TCGA-BP-4170",0,10.6159,45.586,731.246,40.5903,35.2823,0.6245,5.9324,1733.52,66.5056,1438.14,0,2768.88,286.005,2437.6,166.42,287.879
"TCGA-BP-4173",1.7813,18.5251,266.12,642.323,119.01,19.2376,0,10.6876,2441.04,176.345,5743.14,0,2250.09,117.207,2006.77,243.677,237.264
"TCGA-BP-4174",0.4129,32.6177,135.838,813.377,13.2122,5.7803,0,10.322,982.246000000001,19.4055,991.330000000001,0,2635.43,407.514,1780.35,177.952,242.362
"TCGA-BP-4176",1.1616,30.9747,60.7879,850.644,473.913,16.6489,1.5487,8.5181,1593.26,12.0027,1659.86,0,2000.58,59.6264,2448.17,96.4089,206.756
"TCGA-BP-4177",0.3419,17.094,18.4615,844.444,71.1111,240,292.967,1088.55,2785.98,89.2308,5162.05,0,2153.5,2.3932,3162.74,54.359,118.632
"TCGA-BP-4325",1.5209,14.0684,136.122,787.072,120.532,5.7034,0.3802,15.9696,2076.05,34.2205,1120.91,0,1873.76,409.506,2378.33,163.118,311.787
"TCGA-BP-4326",3.8055,19.8732,41.4376,564.059,172.939,24.9471,2.9598,11.4165,2101.06,6.3425,1553.91,3.8055,1590.7,195.772,1848.63,127.273,209.302
"TCGA-BP-4327",1.2937,15.9552,31.9103,537.732,145.869,15.9552,0,119.448,2008.62,56.4899,1282.45,0,2019.4,153.946,1574.82,72.445,112.549
"TCGA-BP-4329",0.7362,17.3001,27.9746,547.316,40.4896,61.8386,3.3128,12.883,2101.78,53.3726,2131.96,0.3681,2062.39,65.1514,2187.17,22.4533,161.59
"TCGA-BP-4330",1.2648,17.3903,86.9517,557.123,66.3995,17.3903,0.6324,17.3903,1964.48,69.2452,3332.31,0.3162,2016.33,407.883,2116.56,104.026,290.893
"TCGA-BP-4331",3.6776,28.8078,59.148,904.076,17.1621,32.4854,0,16.8557,1718.97,41.9859,1844.93,0.3065,2220.35,155.991,2042.6,204.107,132.393
"TCGA-BP-4332",1.1104,6.2922,57.3702,660.313,317.202,34.052,1.8507,22.2078,2124.55,90.682,2087.17,0.3701,1142.22,126.215,2241.51,48.8572,136.948
"TCGA-BP-4334",0.8562,5.9932,34.2466,829.623,262.842,4.2808,0,144.692,1291.95,30.8219,116.438,0,1360.45,0,1119.01,17.9795,190.069
"TCGA-BP-4335",1.5373,22.2905,47.6556,838.586,25.3651,10.761,3.0746,22.2905,2646.43,204.458,1476.56,0,1994.62,86.0876,2645.66,73.0208,123.751
"TCGA-BP-4337",7.1301,20.0535,77.5401,423.797,192.068,78.4314,1.7825,28.0749,1483.96,16.0428,8954.55,1.3369,2368.54,3.5651,2331.11,73.975,114.973
"TCGA-BP-4338",1.7768,79.2466,265.103,808.952,170.931,7.4627,1.4215,8.5288,1052.24,30.9168,354.3,1.7768,4105.19,124.023,2145.34,161.336,186.567
"TCGA-BP-4340",1.4697,19.4004,84.3621,947.090000000001,20.0647,23.2216,0,14.1093,972.369,38.8007,399.765,0.2939,3002.94,626.984,2697.53,157.554,279.835
"TCGA-BP-4341",1.2595,13.435,13.435,694.843,19.3129,80.6102,0.4198,19.3129,2283.96,227.136,819.537,0.8397,2254.99,137.709,2255.41,29.809,136.869
"TCGA-BP-4342",2.4851,21.3011,776.427,548.505,44.9383,100.825,2.1301,48.9926,2088.58,19.171,4872.28,1.4201,1944.79,146.978,1719.36,110.056,186.74
"TCGA-BP-4343",0.8977,8.5285,206.03,807.962,142.982,100.546,4.0892,4.0398,1324.61,34.5628,3279.88,16.6081,1876.27,352.361,3818.07,130.62,273.361
"TCGA-BP-4344",0.7931,32.9137,37.6723,983.444000000001,39.9603,176.861,8.5258,28.9482,2850.4,139.189,3558.24,0,1938.34,17.0517,3217.21,38.0688,152.672
"TCGA-BP-4345",0.8261,15.696,152.003,304.242,280.463,154.895,2.0653,23.1309,2821.15,28.9137,9631.14,0,1648.08,12.8046,3371.75,251.136,110.698
"TCGA-BP-4346",0.3891,20.2333,139.298,412.16,90.2716,5.0583,0.7782,24.1243,1960.29,52.5287,3167.68,0,1942.01,110.505,2098.04,190.66,178.598
"TCGA-BP-4347",0.529,23.8032,90.7167,720.709,62.6818,119.281,0,21.4229,1806.14,40.201,1515.21,0,2123.78,269.77,2575.51,85.1627,171.119
"TCGA-BP-4349",1.4853,19.3093,8.5407,624.211,35.648,99.8886,1.114,23.7653,1925.73,186.409,1236.54,0.3713,2230.23,147.791,2487.93,30.8206,129.967
"TCGA-BP-4351",1.8042,24.3572,66.7569,761.953,107.086,49.1655,0,78.0334,2059.54,668.471,1144.79,0,1889.49,121.786,2480.38,95.6247,113.216
"TCGA-BP-4352",4.833,90.0703,170.035,471.002,512.302,11.4236,9.2267,35.1494,1820.3,58.4359,1397.63,0.8787,1572.93,1.3181,2131.37,113.357,72.935
"TCGA-BP-4353",2.3383,20.6547,180.047,896.337,67.6267,71.3172,1.1691,7.7942,1891.66,123.539,3349.18,0,1360.09,61.9641,3867.89,124.708,225.253
"TCGA-BP-4354",1.6226,53.5467,433.782,459.203,612.271,31.3708,5.4088,22.7168,2170.53,25.962,7339.14,4.8679,2287.36,4.8679,3031.61,414.31,146.577
"TCGA-BP-4355",1.8135,30.3768,11.3346,571.927,22.2159,85.6898,4.0805,43.525,2695.38,106.092,2297.3,0,1676.62,83.4229,3272.99,34.9107,110.626
"TCGA-BP-4756",3.5448,54.5906,84.3672,1304.5,77.9865,6.3807,0.3545,50.6912,1084.72,31.9036,447.005,0,2984.4,92.1659,1965.97,90.3935,190.713
"TCGA-BP-4758",13.6028,18.2666,72.2892,580.256,10.4936,44.6949,5.8298,38.8651,2339.29,136.028,1557.71,0.3887,2567.04,94.0536,1966.19,123.203,78.1189
"TCGA-BP-4759",0.44,18.4798,127.599,564.954,53.2395,82.7192,1.76,23.7598,2071.5,64.2394,1475.31,0,2467.5,146.078,2550.65,101.199,226.598
"TCGA-BP-4760",0,29.5055,29.5055,837.811,68.4819,177.397,138.898,411.62,2166.29,61.9251,5779.07,37.1551,1827.52,0,3352.34,166.834,141.699
"TCGA-BP-4761",0,7.0035,103.052,860.981,1097.05,6.003,2.5013,6.003,1576.29,735.368,1040.52,0,2509.75,0,1582.29,51.0255,28.014
"TCGA-BP-4762",1.124,7.8681,94.0427,1214.69,42.2405,172.349,2.248,10.4908,2422.26,44.586,11007.1,0,1887.22,325.215,4220.31,134.133,182.84
